physician_id,first_name,last_name,specialty,state,years_practice,med_school_tier
NPI6776319016,Jennifer,Hernandez,Family Medicine,NC,17,Top 50
NPI6247128395,Linda,Williams,Family Medicine,VA,8,Other
NPI2814305597,Thomas,Wilson,Internal Medicine,PA,16,Other
NPI7299515668,Richard,Lee,Cardiology,FL,6,Top 50
NPI7095291792,Jessica,White,Internal Medicine,FL,28,Other
NPI1544172165,Susan,O'Brien,General Surgery,TN,17,Other
NPI8927618776,Wei,Williams,Emergency Medicine,AZ,29,Other
NPI6214720265,Raj,Taylor,Pulmonology,IL,18,Other
NPI8132201928,Anita,Wilson,Endocrinology,MA,28,Other
NPI3366226648,Jessica,Rodriguez,Rheumatology,AZ,29,Other
NPI2098430197,Carlos,Jones,Family Medicine,IN,7,Other
NPI7322046157,Wei,Miller,General Surgery,MD,18,Other
NPI8144944175,Jennifer,Wilson,General Surgery,MO,30,Top 50
NPI4474301802,Fatima,Brown,Dermatology,NY,24,Other
NPI1213230477,David,White,Gastroenterology,TN,9,Other
NPI8364286221,Charles,Jackson,Oncology,GA,33,Top 50
NPI2854845156,Priya,Martin,General Surgery,NC,8,Other
NPI4051287476,Kevin,O'Brien,General Surgery,WA,39,Other
NPI6654079069,Kevin,Thomas,Family Medicine,WA,28,Other
NPI1899592472,Carlos,Martinez,Pulmonology,NC,13,Other
NPI1647961895,Sarah,Taylor,Internal Medicine,WI,8,Top 50
NPI1231333944,Richard,Wang,Emergency Medicine,NY,36,Other
NPI9249758741,Jessica,Jackson,General Surgery,TX,21,Other
NPI3802444698,Kevin,Garcia,Internal Medicine,CA,32,Other
NPI6945929335,Michael,Patel,Neurology,IN,33,Top 50
NPI9903117240,Sarah,Nguyen,Cardiology,NC,3,Other
NPI7025057141,Wei,Davis,General Surgery,NC,27,Other
NPI5725853162,James,Martin,General Surgery,WA,14,Top 20
NPI5688279401,Lisa,Martin,Psychiatry,NC,36,Other
NPI4392254335,Linda,Garcia,Dermatology,VA,9,Other
NPI6398016902,William,Smith,Internal Medicine,TX,2,Other
NPI9629122504,Charles,Kim,Family Medicine,NY,26,Other
NPI8092396302,James,Thompson,Family Medicine,MD,22,Other
NPI4818039552,Robert,Kim,Cardiology,MI,22,Other
NPI3992003460,Jessica,Taylor,Oncology,NY,11,Other
NPI8951783765,Karen,Jackson,Family Medicine,GA,20,Other
NPI2222072430,Patricia,Clark,Family Medicine,OH,38,Other
NPI8646267311,David,Miller,Family Medicine,IL,30,Other
NPI3295690851,Barbara,White,Gastroenterology,IL,39,Top 20
NPI7440663121,Thomas,Brown,Family Medicine,MA,13,Top 50
NPI8255985226,Barbara,Johnson,Gastroenterology,FL,34,Other
NPI5292968654,James,Rodriguez,Family Medicine,OH,15,Other
NPI2730555785,Sarah,Brown,Family Medicine,MI,37,Other
NPI8602909690,Elena,White,Endocrinology,NJ,34,Other
NPI4307575105,Karen,Jackson,Family Medicine,MO,7,Other
NPI3886122344,David,Wang,Family Medicine,MD,38,Top 50
NPI5590145640,Joseph,Martin,Endocrinology,IL,24,Other
NPI4915776169,Robert,Patel,Internal Medicine,NJ,31,Other
NPI7147469952,Linda,Murphy,Family Medicine,CA,23,Top 50
NPI2234780275,Jessica,Wang,Psychiatry,WA,9,Other
NPI4921206885,Karen,Kim,Family Medicine,NY,39,Other
NPI9025316300,Joseph,Jones,Dermatology,TX,5,Other
NPI1324564384,Kevin,Garcia,Family Medicine,AZ,32,Other
NPI5116044997,Lisa,Moore,Emergency Medicine,NY,9,Top 20
NPI6944787696,James,White,General Surgery,MI,31,Other
NPI8989399782,Sarah,Patel,Emergency Medicine,FL,17,Other
NPI6344076041,Karen,Chen,Dermatology,MA,10,Other
NPI8420358440,Mary,Brown,Internal Medicine,TN,10,Top 50
NPI3004219170,Susan,Garcia,Endocrinology,VA,13,Other
NPI4175284925,Raj,Jones,Internal Medicine,IN,36,Top 50
NPI9479190464,David,Martin,Dermatology,NC,31,Top 50
NPI8973776016,Jessica,White,Psychiatry,NY,27,Other
NPI6021576843,Michael,Brown,Family Medicine,NY,25,Other
NPI5279395039,John,Murphy,Pulmonology,PA,17,Other
NPI5059606522,Barbara,Martinez,Internal Medicine,PA,36,Top 20
NPI1529106954,Fatima,White,Psychiatry,OH,11,Other
NPI9031393934,Michelle,Nguyen,Orthopedic Surgery,PA,37,Other
NPI8363345574,Lisa,Johnson,Cardiology,VA,15,Other
NPI5106260302,Carlos,Singh,Psychiatry,FL,14,Other
NPI3514959754,Lisa,Clark,General Surgery,WA,19,Other
NPI4086285457,Lisa,Rodriguez,Cardiology,OH,30,Top 50
NPI2108445272,Richard,Jones,Endocrinology,AZ,28,Top 50
NPI7496107671,Mary,Taylor,Family Medicine,NJ,30,Other
NPI6010028708,Richard,Miller,Neurology,MD,4,Other
NPI3106930805,Elena,Hernandez,Internal Medicine,NC,7,Other
NPI6607050148,Thomas,Clark,Pulmonology,IL,34,Other
NPI9813071927,Ahmed,Nguyen,Gastroenterology,VA,39,Other
NPI2101556219,Mary,Chen,Internal Medicine,AZ,5,Other
NPI5126365095,Michael,Thomas,Family Medicine,NC,36,Other
NPI5447429387,William,Rodriguez,Psychiatry,VA,11,Top 20
NPI2501174924,David,O'Brien,Orthopedic Surgery,MI,39,Other
NPI5784221898,Michelle,Wang,Oncology,OH,39,Other
NPI6453795326,Jessica,Wang,Internal Medicine,OH,25,Top 20
NPI2416100849,Lisa,White,Internal Medicine,MD,8,Top 50
NPI2392515090,Lisa,Williams,Emergency Medicine,AZ,31,Other
NPI8707138439,Richard,Wilson,Oncology,TX,4,Other
NPI3802486929,Kevin,Chen,Gastroenterology,WI,14,Top 20
NPI6673000483,Michael,Martinez,Endocrinology,MA,25,Top 50
NPI6640957680,Mary,Garcia,Pulmonology,TX,3,Top 50
NPI8552537879,Ahmed,Rodriguez,Internal Medicine,MA,16,Top 50
NPI7659051680,Lisa,Moore,Internal Medicine,VA,32,Other
NPI8565187900,Linda,Singh,Pulmonology,MD,4,Other
NPI6626933106,Raj,Wilson,Emergency Medicine,MI,15,Other
NPI5045114444,Robert,Anderson,Family Medicine,NJ,1,Top 20
NPI4542098691,Linda,Anderson,Family Medicine,OH,26,Other
NPI4411267899,Robert,Taylor,Oncology,OH,4,Top 50
NPI4765537880,Jennifer,Hernandez,Family Medicine,WA,11,Other
NPI2163783269,Priya,Wilson,Internal Medicine,IN,21,Other
NPI4815625338,Priya,Wang,Gastroenterology,MO,9,Other
NPI4505004164,Lisa,Martinez,Family Medicine,TN,10,Other
NPI1311144969,Elena,Hernandez,Orthopedic Surgery,WA,33,Top 20
NPI3476176797,John,Singh,Cardiology,NJ,31,Top 50
NPI7767162771,Charles,Hernandez,Cardiology,OH,4,Other
NPI6201510142,Patricia,Smith,Neurology,TN,34,Top 50
NPI8255507469,Kevin,Smith,Family Medicine,OH,19,Other
NPI5884192398,Lisa,Hernandez,Neurology,IL,6,Top 50
NPI8686753888,Ahmed,White,Internal Medicine,MO,36,Other
NPI8164603895,Karen,Rodriguez,Emergency Medicine,VA,14,Top 50
NPI1884561131,Susan,Brown,General Surgery,GA,13,Top 50
NPI9793057311,Wei,Martin,Gastroenterology,MO,6,Other
NPI1132727022,Elena,Wilson,Internal Medicine,WI,35,Other
NPI6371542340,Jennifer,Hernandez,Family Medicine,OH,12,Other
NPI8132603583,Raj,Hernandez,Family Medicine,NJ,24,Other
NPI3987047258,Priya,Martinez,Rheumatology,MI,10,Top 20
NPI6387128130,John,Smith,Family Medicine,MA,35,Top 20
NPI4259102777,Kevin,Williams,Cardiology,WI,31,Top 20
NPI1545534775,Jennifer,Jackson,Family Medicine,NJ,20,Other
NPI1076153671,Charles,Miller,Family Medicine,TN,14,Top 50
NPI1853758270,Patricia,Martinez,Family Medicine,VA,26,Top 50
NPI1885686346,Jennifer,Williams,Internal Medicine,MO,20,Other
NPI6498007995,Lisa,Johnson,Family Medicine,NC,37,Other
NPI5732787078,Wei,Brown,Psychiatry,GA,27,Other
NPI5099169701,Wei,Taylor,Family Medicine,NC,2,Top 20
NPI7227293279,David,Jones,Family Medicine,WI,33,Other
NPI1151435233,Carlos,Miller,Rheumatology,WA,8,Other
NPI3438851332,Mary,Martinez,General Surgery,NY,12,Top 50
NPI7996534580,Elena,Wilson,Family Medicine,CA,18,Other
NPI9189793957,Barbara,Smith,Psychiatry,NJ,9,Top 20
NPI4945029365,Charles,Brown,Emergency Medicine,IN,37,Other
NPI1733355821,Anita,Rodriguez,Endocrinology,MI,39,Other
NPI8188558652,Linda,Patel,Pulmonology,VA,7,Top 20
NPI8966533898,Richard,Brown,General Surgery,TN,13,Other
NPI4722942435,Carlos,Wilson,Cardiology,NJ,15,Other
NPI3190197285,Elena,Taylor,Oncology,MD,27,Other
NPI1395745013,Linda,O'Brien,Orthopedic Surgery,WA,24,Other
NPI6319745396,Sarah,Murphy,Emergency Medicine,MA,27,Other
NPI9188825414,Barbara,Chen,Oncology,TN,2,Top 50
NPI7100992229,Sarah,Brown,Internal Medicine,WA,21,Top 20
NPI3855237380,Susan,Moore,Rheumatology,TX,9,Other
NPI6785994917,James,Moore,Internal Medicine,NC,9,Other
NPI8488615666,Anita,White,General Surgery,FL,31,Other
NPI5282470533,Lisa,Singh,Endocrinology,NJ,6,Other
NPI8377736409,Jessica,Martinez,Orthopedic Surgery,FL,2,Other
NPI4527187089,Patricia,Martin,Gastroenterology,NJ,19,Other
NPI4136551107,John,Davis,Neurology,OH,29,Other
NPI6246897632,Joseph,Miller,Psychiatry,CA,20,Other
NPI5182177758,Lisa,Martinez,General Surgery,FL,7,Other
NPI9794007283,Linda,Nguyen,Dermatology,NJ,31,Other
NPI5647504811,Ahmed,Hernandez,Gastroenterology,TX,15,Other
NPI4466548259,Susan,Patel,Cardiology,MO,28,Other
NPI4554401887,James,Patel,Rheumatology,TN,8,Other
NPI5931459554,Thomas,Anderson,Internal Medicine,MA,36,Top 50
NPI4194208341,Jennifer,Rodriguez,Dermatology,NY,12,Other
NPI7506159416,James,Johnson,Neurology,TN,38,Other
NPI4425966348,Patricia,Murphy,Family Medicine,WA,15,Other
NPI4457299478,William,Smith,Internal Medicine,GA,29,Top 50
NPI6552759243,Sarah,Taylor,Family Medicine,CA,20,Other
NPI1547621854,Michelle,Wang,Orthopedic Surgery,NJ,3,Other
NPI6898194262,Michael,Patel,Internal Medicine,TN,4,Other
NPI5544749953,Mary,Martinez,Internal Medicine,CA,16,Top 50
NPI5077235028,Jennifer,Murphy,Gastroenterology,TX,8,Other
NPI7473276915,Barbara,Jones,General Surgery,GA,24,Top 20
NPI7824302037,Michael,Patel,Internal Medicine,NJ,6,Top 50
NPI8616347769,Barbara,Jackson,Family Medicine,MI,24,Top 50
NPI4373228086,Michelle,Miller,Emergency Medicine,NC,8,Other
NPI3943339229,Susan,O'Brien,Orthopedic Surgery,IL,8,Other
NPI7429078912,Lisa,Nguyen,Psychiatry,TX,15,Other
NPI6236243731,Wei,Smith,Family Medicine,CA,23,Other
NPI6686213916,Patricia,Williams,Family Medicine,TX,16,Other
NPI5999706163,Linda,Johnson,Cardiology,AZ,14,Other
NPI7954237208,Richard,Thomas,Orthopedic Surgery,TN,14,Top 50
NPI2710367996,Jessica,Thomas,Cardiology,NC,14,Top 50
NPI6001409194,James,Kim,Cardiology,TX,16,Top 20
NPI2422916100,Lisa,Patel,Orthopedic Surgery,NC,33,Other
NPI4665267453,Barbara,Smith,Emergency Medicine,WI,23,Other
NPI6975944410,Barbara,Moore,General Surgery,PA,17,Other
NPI5437644474,Charles,Chen,Oncology,MI,30,Other
NPI4416323829,Kevin,Murphy,Endocrinology,NJ,21,Top 50
NPI8964730011,Elena,Wilson,Oncology,OH,38,Other
NPI7955431429,Michelle,Johnson,Family Medicine,NC,22,Other
NPI5736617064,Richard,Jones,Endocrinology,MI,9,Top 50
NPI9550478400,Patricia,Anderson,Oncology,MI,22,Other
NPI4819287604,Michael,Hernandez,Psychiatry,MA,31,Other
NPI8092656347,David,Anderson,Gastroenterology,VA,9,Top 50
NPI2511426158,Barbara,Williams,Emergency Medicine,TX,8,Top 20
NPI3572132293,Michael,Anderson,Cardiology,CA,24,Top 50
NPI4042770231,Robert,Wilson,Family Medicine,NC,35,Other
NPI1952386774,Jennifer,Moore,Internal Medicine,MD,14,Other
NPI5516243335,Lisa,Williams,Family Medicine,CA,20,Other
NPI2730341206,Joseph,Chen,Family Medicine,TX,26,Top 20
NPI6707673004,Mary,Thomas,Internal Medicine,AZ,26,Other
NPI2710831235,Thomas,Martinez,General Surgery,MI,6,Other
NPI2111556315,Elena,O'Brien,Endocrinology,PA,16,Other
NPI9721780547,Richard,Nguyen,Pulmonology,PA,39,Other
NPI6924162751,Barbara,Jones,Cardiology,AZ,35,Other
NPI9428058231,William,Jones,Cardiology,NJ,31,Other
NPI5408990127,Susan,Smith,Family Medicine,WA,1,Other
NPI1300622167,William,Martin,Cardiology,IL,17,Top 50
NPI6169340533,Anita,Anderson,Family Medicine,NJ,2,Other
NPI6024959980,Michelle,Taylor,Emergency Medicine,MO,12,Other
NPI1134780453,David,Jackson,Internal Medicine,OH,34,Top 50
NPI8751178398,Anita,Martin,Internal Medicine,GA,16,Top 50
NPI6579736124,Elena,Smith,Psychiatry,NY,7,Other
NPI7702220523,John,Brown,Endocrinology,WA,29,Top 50
NPI5445289954,Joseph,Chen,Psychiatry,CA,30,Top 50
NPI6565621940,Lisa,Rodriguez,Family Medicine,PA,26,Other
NPI3317229038,Richard,Singh,Dermatology,MA,32,Top 20
NPI9763819908,Jessica,O'Brien,Internal Medicine,CA,28,Top 20
NPI4606480067,Joseph,Hernandez,Oncology,WI,25,Top 20
NPI2460939591,Wei,Wang,Orthopedic Surgery,NC,35,Top 50
NPI1503238765,William,Murphy,Gastroenterology,GA,13,Other
NPI6725547397,Karen,Murphy,Family Medicine,NJ,18,Other
NPI9850418659,Linda,Jones,Psychiatry,WA,22,Top 50
NPI9062150470,Raj,Jones,Cardiology,MI,27,Other
NPI7318941106,John,Thomas,Internal Medicine,MO,19,Other
NPI9915381359,John,Jackson,Cardiology,WI,18,Top 50
NPI7505454357,Mary,Rodriguez,Orthopedic Surgery,PA,7,Other
NPI4053260110,David,Martinez,Family Medicine,MA,25,Top 50
NPI6410963196,Charles,Wang,Orthopedic Surgery,OH,5,Top 50
NPI1717899782,Michelle,Murphy,Cardiology,WI,19,Top 50
NPI2995142411,Jessica,Rodriguez,Dermatology,IL,16,Top 20
NPI4757862122,Jennifer,Garcia,Dermatology,IL,31,Other
NPI2816366441,Susan,Davis,Internal Medicine,MA,19,Other
NPI9581509132,Patricia,Miller,Cardiology,TN,1,Other
NPI9960377739,Joseph,Nguyen,Cardiology,FL,20,Top 20
NPI4338423280,Priya,Patel,Dermatology,VA,9,Other
NPI7383060873,Mary,Thomas,Internal Medicine,OH,15,Other
NPI4669936575,Fatima,Williams,Rheumatology,WA,12,Top 20
NPI2255582839,Michael,Jackson,Family Medicine,VA,7,Other
NPI4032341628,Wei,Kim,General Surgery,WI,37,Other
NPI3100345288,Carlos,Moore,Endocrinology,MD,10,Top 50
NPI3952703983,Fatima,Wilson,Endocrinology,AZ,20,Other
NPI2935195195,Wei,Lee,Emergency Medicine,AZ,33,Top 50
NPI2011106071,Wei,White,Internal Medicine,MO,15,Other
NPI2956855864,Jennifer,Lee,Dermatology,NY,37,Top 50
NPI9151813285,Robert,Murphy,Cardiology,MA,16,Top 50
NPI1766995081,Susan,Martinez,Oncology,TN,37,Other
NPI3922809793,Charles,Thompson,Gastroenterology,FL,18,Other
NPI5756049049,Charles,Singh,Neurology,MO,1,Top 50
NPI4190613905,Fatima,Miller,Orthopedic Surgery,AZ,34,Other
NPI5658463854,Barbara,Wilson,Family Medicine,OH,34,Other
NPI1390780542,Elena,Johnson,Family Medicine,MI,38,Other
NPI6837126699,Jessica,Taylor,Family Medicine,MI,5,Other
NPI6071309213,Linda,Johnson,Endocrinology,MD,33,Other
NPI7128696392,Ahmed,Nguyen,Oncology,WI,14,Other
NPI6105320341,Patricia,Williams,Family Medicine,IN,33,Top 50
NPI4941132241,Richard,Patel,Family Medicine,AZ,38,Other
NPI4151273880,Fatima,Lee,Family Medicine,FL,8,Top 50
NPI3037916710,Fatima,Clark,Family Medicine,MD,15,Top 50
NPI5500609540,Linda,Anderson,Internal Medicine,FL,11,Other
NPI1234472071,Robert,Anderson,Gastroenterology,NY,12,Top 50
NPI3954167452,James,Davis,Psychiatry,TX,24,Other
NPI7100850641,John,Martin,Internal Medicine,MD,17,Other
NPI1978453357,Carlos,Miller,Orthopedic Surgery,MI,26,Other
NPI1566021180,Fatima,Brown,Dermatology,PA,27,Other
NPI6869607446,Sarah,Rodriguez,Internal Medicine,TX,8,Other
NPI4579972489,Karen,Patel,Internal Medicine,NC,2,Other
NPI8216425328,Barbara,Brown,Cardiology,MA,30,Top 20
NPI9435801734,Jennifer,Thompson,Cardiology,WI,8,Top 20
NPI9613364082,James,Martinez,General Surgery,VA,8,Other
NPI4830335684,Wei,Garcia,Emergency Medicine,WA,24,Other
NPI3378945018,Mary,Moore,Cardiology,IN,11,Other
NPI6477523648,Patricia,Chen,General Surgery,MD,8,Top 50
NPI6653736332,Fatima,Smith,Cardiology,IL,12,Top 20
NPI6601104424,Karen,Anderson,Psychiatry,WI,21,Other
NPI3896007523,Joseph,O'Brien,General Surgery,NJ,33,Other
NPI1573765627,Michael,Taylor,Family Medicine,MD,39,Other
NPI2890043549,Robert,Williams,Cardiology,FL,29,Other
NPI2389774852,Jessica,Thomas,Psychiatry,TX,36,Other
NPI2115103111,David,Patel,Emergency Medicine,MO,21,Top 50
NPI9336549888,Thomas,Clark,Family Medicine,AZ,16,Other
NPI1124628813,Robert,Thompson,Internal Medicine,NY,32,Top 50
NPI6416719652,Michael,Johnson,Internal Medicine,MO,12,Top 50
NPI9527264160,Patricia,Wang,Rheumatology,FL,32,Other
NPI4240478147,Richard,Chen,Psychiatry,AZ,39,Top 50
NPI5743882802,William,White,General Surgery,PA,16,Top 50
NPI7262052970,Michael,Murphy,General Surgery,TX,25,Other
NPI3854527251,Thomas,Chen,Gastroenterology,IN,31,Other
NPI5298867888,Joseph,Miller,General Surgery,IN,31,Other
NPI8353925652,Michael,Thomas,Family Medicine,FL,9,Other
NPI7708200986,Wei,Jackson,Rheumatology,TX,38,Top 50
NPI8276044702,David,Moore,Family Medicine,WA,20,Other
NPI9886061471,David,White,Family Medicine,CA,2,Top 50
NPI4332947274,Joseph,Kim,Pulmonology,MA,5,Other
NPI7723821365,Robert,Brown,Orthopedic Surgery,MD,29,Top 50
NPI6425061103,Richard,Lee,Emergency Medicine,TN,17,Top 20
NPI6999442904,Karen,Johnson,Family Medicine,PA,5,Top 20
NPI7658865142,Patricia,Jackson,Rheumatology,NY,21,Other
NPI7747581851,Thomas,Thomas,Endocrinology,AZ,24,Top 20
NPI8971706342,Mary,Miller,Internal Medicine,TX,4,Other
NPI4143895076,Charles,Clark,Internal Medicine,NJ,14,Other
NPI6881332204,Mary,Davis,Rheumatology,NC,19,Other
NPI3522613884,Jennifer,Johnson,Cardiology,MA,31,Other
NPI6351118345,David,Anderson,Pulmonology,PA,26,Top 50
NPI7760576260,Charles,Nguyen,Internal Medicine,TN,4,Other
NPI8119009774,Priya,Smith,Internal Medicine,AZ,24,Other
NPI4781120526,Joseph,Moore,General Surgery,PA,36,Other
NPI5578482008,Patricia,Thomas,Internal Medicine,GA,3,Other
NPI4004648660,Susan,Singh,Gastroenterology,TX,39,Top 50
NPI2521327118,Fatima,Smith,Orthopedic Surgery,NC,4,Other
NPI3344656646,John,Smith,Cardiology,IL,25,Top 20
NPI9209233043,Priya,Martin,Orthopedic Surgery,FL,14,Top 50
NPI3780725881,Susan,Garcia,Neurology,VA,29,Top 50
NPI9772834000,James,Kim,General Surgery,VA,33,Other
NPI3173302766,Wei,Wilson,Dermatology,TX,34,Top 50
NPI7507639786,James,Martin,Orthopedic Surgery,NY,34,Other
NPI6165129641,Susan,Johnson,Psychiatry,TX,32,Other
NPI7271830445,Jennifer,Patel,Family Medicine,AZ,13,Other
NPI6795621518,Karen,Jackson,Orthopedic Surgery,OH,19,Top 20
NPI7360737251,Mary,Smith,Emergency Medicine,TX,29,Other
NPI9149923435,John,Davis,Psychiatry,NY,7,Top 50
NPI6071225463,Sarah,Johnson,Neurology,WI,23,Other
NPI1610639046,Michelle,Johnson,Oncology,IL,21,Top 50
NPI3437428909,Mary,Patel,General Surgery,AZ,39,Other
NPI7373970822,Jessica,Thomas,Emergency Medicine,MI,2,Top 50
NPI5446671651,Carlos,Wang,Internal Medicine,NY,4,Other
NPI5936967843,William,Davis,Internal Medicine,OH,2,Top 50
NPI6369224097,Joseph,Kim,Rheumatology,CA,22,Top 50
NPI4443663456,Elena,Thompson,Oncology,MA,22,Other
NPI7965059725,Priya,White,Psychiatry,OH,24,Top 50
NPI7511813954,William,Wang,Cardiology,MI,10,Other
NPI7428694709,Ahmed,Kim,Family Medicine,NY,12,Other
NPI7437791565,Wei,Nguyen,Psychiatry,IN,17,Other
NPI9013222013,Sarah,Nguyen,Psychiatry,PA,2,Other
NPI6358535014,Jessica,Hernandez,Neurology,VA,30,Other
NPI9703649794,Anita,Kim,Orthopedic Surgery,MO,3,Other
NPI2072734159,Raj,Singh,Neurology,MA,27,Top 20
NPI6687630788,Michelle,Nguyen,General Surgery,WA,18,Other
NPI7452338912,Wei,Thompson,Psychiatry,MO,39,Other
NPI5294983698,David,Williams,Rheumatology,NY,28,Top 50
NPI3593875477,Patricia,Hernandez,Psychiatry,WI,19,Top 50
NPI5950337073,Patricia,Johnson,Internal Medicine,VA,28,Top 50
NPI4282729122,Kevin,Brown,Family Medicine,NC,5,Other
NPI9182116638,David,Anderson,Rheumatology,IL,8,Top 50
NPI4211131712,Patricia,Hernandez,Gastroenterology,MA,20,Other
NPI2581362934,Michael,Jackson,Neurology,WI,34,Other
NPI6187502260,James,O'Brien,Internal Medicine,AZ,32,Other
NPI4563933322,Sarah,Nguyen,Psychiatry,CA,15,Top 50
NPI1863083303,Karen,Thomas,Internal Medicine,MI,12,Other
NPI6083581158,Susan,Anderson,Orthopedic Surgery,MA,38,Other
NPI5840617699,Ahmed,Kim,Dermatology,GA,23,Top 50
NPI2558773779,Joseph,Wilson,Psychiatry,TN,5,Top 50
NPI6378743520,Kevin,Murphy,Psychiatry,MA,9,Top 50
NPI6106230764,Ahmed,Chen,Family Medicine,TX,33,Other
NPI7962513606,John,Patel,Oncology,VA,36,Top 50
NPI4254129368,William,Davis,Gastroenterology,NY,36,Top 20
NPI3238835712,Ahmed,Thompson,Orthopedic Surgery,MI,1,Top 50
NPI9560978981,Thomas,Wang,Endocrinology,GA,33,Top 20
NPI6050957704,Ahmed,Williams,Family Medicine,IN,5,Other
NPI1244259629,David,Garcia,Cardiology,MO,32,Other
NPI8386405156,Mary,Jackson,Internal Medicine,MI,35,Other
NPI2770822548,Fatima,Anderson,Internal Medicine,NJ,15,Other
NPI8074326858,Fatima,Kim,Family Medicine,WA,8,Top 20
NPI7346461843,Lisa,Thomas,Pulmonology,AZ,28,Other
NPI9719323517,Richard,Clark,Endocrinology,WA,3,Other
NPI9690213713,James,Wilson,Internal Medicine,TN,23,Other
NPI3469695621,Priya,Anderson,Internal Medicine,WI,13,Other
NPI7898046230,Lisa,Smith,Family Medicine,IN,17,Top 50
NPI3851695771,Wei,Davis,General Surgery,FL,33,Other
NPI6662781448,Jennifer,Davis,Family Medicine,MI,39,Other
NPI6379714763,Priya,Nguyen,General Surgery,MI,16,Top 50
NPI1490891640,Priya,Anderson,General Surgery,NJ,12,Other
NPI1046635748,Elena,Miller,Internal Medicine,NJ,33,Top 50
NPI1519876131,Karen,Martinez,Psychiatry,MA,17,Top 20
NPI2151478427,Priya,Martin,Emergency Medicine,NC,8,Other
NPI3318872421,Richard,Chen,Family Medicine,IL,36,Other
NPI9162597008,Wei,Clark,Cardiology,MI,39,Other
NPI5667694077,Wei,Johnson,Pulmonology,MO,12,Other
NPI8172025648,Fatima,Singh,Gastroenterology,OH,7,Top 50
NPI8544805768,Elena,Taylor,Endocrinology,CA,6,Other
NPI7614487886,James,Wang,Rheumatology,WI,24,Other
NPI4522466119,Fatima,Johnson,Internal Medicine,NY,13,Top 50
NPI8774734543,Fatima,Thompson,Dermatology,WA,25,Other
NPI7678447779,Thomas,O'Brien,Endocrinology,IN,30,Other
NPI7688362989,Sarah,Johnson,Cardiology,IL,1,Top 20
NPI9114168943,Priya,Chen,Orthopedic Surgery,OH,34,Other
NPI6387971251,Jessica,Brown,Emergency Medicine,IL,2,Other
NPI5757169869,Richard,Clark,Dermatology,FL,5,Other
NPI9011463017,Carlos,Nguyen,Family Medicine,NY,29,Other
NPI5090155553,Fatima,O'Brien,Cardiology,NY,25,Other
NPI8304136263,Michael,Murphy,Pulmonology,MI,39,Other
NPI1484617243,Carlos,Martinez,Pulmonology,NJ,23,Top 20
NPI1011609500,Barbara,Thomas,Rheumatology,CA,17,Other
NPI5754632405,Robert,Patel,Neurology,IN,27,Other
NPI1662507044,Raj,Garcia,Oncology,AZ,30,Other
NPI9788887120,Linda,Martinez,Family Medicine,TX,27,Other
NPI1049510566,Michael,Williams,Internal Medicine,IN,15,Other
NPI7463346727,William,Murphy,Internal Medicine,CA,38,Other
NPI3190462261,Joseph,Davis,Internal Medicine,VA,12,Other
NPI9707968046,Robert,Thomas,Dermatology,MI,14,Other
NPI4433874855,Robert,Hernandez,Internal Medicine,NJ,11,Other
NPI1245550836,Susan,Taylor,Internal Medicine,WI,12,Top 20
NPI1242421888,Michael,Chen,Rheumatology,MD,9,Top 20
NPI5980360344,Jennifer,O'Brien,Internal Medicine,IL,23,Other
NPI9880407810,Anita,Lee,Internal Medicine,VA,29,Top 50
NPI9817961814,Karen,Singh,Rheumatology,WI,17,Top 50
NPI4035456750,James,Brown,Family Medicine,MA,36,Top 50
NPI5344332842,Patricia,Rodriguez,Psychiatry,MO,19,Other
NPI1904102252,Carlos,Brown,Pulmonology,NC,19,Other
NPI5699591703,William,Johnson,Internal Medicine,IL,3,Other
NPI6397314390,Robert,Smith,Pulmonology,NJ,36,Other
NPI3259554990,Lisa,Davis,Gastroenterology,IN,6,Other
NPI6509029922,Elena,Singh,Dermatology,MD,7,Top 50
NPI9097234764,Susan,Martinez,Neurology,AZ,37,Top 50
NPI1008598000,Ahmed,Chen,Psychiatry,MA,21,Top 50
NPI3060403968,Richard,Thomas,Neurology,NJ,3,Top 20
NPI2889276069,Patricia,Brown,Orthopedic Surgery,OH,18,Other
NPI2114975827,Fatima,Moore,Cardiology,NC,24,Top 50
NPI2494910914,Anita,Miller,Emergency Medicine,MI,1,Other
NPI6633212907,Michelle,Wilson,Psychiatry,IN,30,Other
NPI1924249511,Patricia,Jackson,General Surgery,VA,27,Top 50
NPI7646784480,Thomas,Chen,Family Medicine,TN,1,Other
NPI8983203314,Charles,Lee,Cardiology,CA,25,Other
NPI9339289516,John,Miller,Endocrinology,TN,9,Other
NPI6941582328,Kevin,Kim,Endocrinology,NJ,29,Other
NPI2776567695,Patricia,Patel,Oncology,WI,15,Other
NPI1767669179,William,Davis,Family Medicine,MI,8,Other
NPI3088224584,Michelle,Singh,Family Medicine,MI,20,Other
NPI9657614671,Thomas,Singh,Rheumatology,FL,18,Top 20
NPI9661106814,Wei,Thompson,Family Medicine,IN,14,Other
NPI4437269954,Joseph,Wilson,Emergency Medicine,MA,35,Other
NPI3932123869,Ahmed,Anderson,Internal Medicine,MO,26,Top 20
NPI5590095239,John,Hernandez,Family Medicine,TX,20,Top 20
NPI3625192822,Wei,Garcia,Family Medicine,PA,9,Top 20
NPI9816962063,Mary,Martinez,Rheumatology,MO,23,Top 50
